Time,Signal
0.0,1.0
0.001,-0.6712516972599192
0.002,-0.2211846901149337
0.003,0.9651404451692667
0.004,-0.5880434658935012
0.005,-0.6460230871405618
0.006,0.8328318188633009
0.007,0.56038176126971
0.008,-0.747087750677141
0.009000000000000001,-0.8324035733537467
0.01,0.20555974444264316
0.011,0.9561252685247426
0.012,0.7990414050428964
0.013000000000000001,0.10710221115486716
0.014,-0.5539140583558446
0.015,-0.9157613625853748
0.016,-0.9994582296820805
0.017,-0.9375736619373373
0.018000000000000002,-0.8507029620301404
0.019,-0.8093711643507987
0.02,-0.8375946078237446
0.021,-0.919448158707704
0.022,-0.994356869724624
0.023,-0.9506186952450656
0.024,-0.6513318705622713
0.025,-0.03941809280333969
0.026000000000000002,0.6849294435503219
0.027,0.9948359746310089
0.028,0.41426959177312683
0.029,-0.6734532627493227
0.03,-0.8968901334011239
0.031,0.2968325372724659
0.032,0.9641265339450913
0.033,-0.35225368148512487
0.034,-0.8390194659490477
0.035,0.7923689576747507
0.036000000000000004,0.19153306225464015
0.037,-0.9231153788935036
0.038,0.8939716988946942
0.039,-0.36236130897832397
0.04,-0.23819395107992902
0.041,0.6652187394552895
0.042,-0.8871085839220975
0.043000000000000003,0.9712134925370269
0.044,-0.9921580251593829
0.045,0.9910171000032484
0.046,-0.9645715679706387
0.047,0.8658990136492959
0.048,-0.6178850289669771
0.049,0.16043367218518093
0.05,0.4509371935220517
0.051000000000000004,-0.9393689151686431
0.052000000000000005,0.8643277263831541
0.053,-0.0427786642243792
0.054,-0.8830178351306894
0.055,0.7244721200335298
0.056,0.5335796371646887
0.057,-0.8827316620020468
0.058,-0.5137083910034378
0.059000000000000004,0.7558295191587824
0.06,0.8480401948469568
0.061,-0.1356756146914586
0.062,-0.9169793880402097
0.063,-0.8823486158304723
0.064,-0.29984838531885183
0.065,0.3407713727097813
0.066,0.7681733147702472
0.067,0.9580743007433962
0.068,0.9999459540731732
0.069,0.9893938038699363
0.07,0.9842140821803114
0.07100000000000001,0.9963008791257171
0.07200000000000001,0.9915793596195541
0.073,0.8916610785272042
0.074,0.5948236687344493
0.075,0.04904650151765255
0.076,-0.6154359934550584
0.077,-0.9974215485067452
0.078,-0.6307877073455034
0.079,0.3908110709636693
0.08,0.9992465258445875
0.081,0.19851617256578116
0.082,-0.9509560490688864
0.083,-0.30038818391417127
0.084,0.9852974608209488
0.085,-0.08563991100741587
0.08600000000000001,-0.8928306772071996
0.08700000000000001,0.826403335967191
0.088,-0.03139857651343903
0.089,-0.7074313894530904
0.09,0.9957982232029571
0.091,-0.888142998494292
0.092,0.6036749419191925
0.093,-0.32114861285653484
0.094,0.12944233160894314
0.095,-0.05666575765703064
0.096,0.10740323195793451
0.097,-0.2788059993011333
0.098,0.54929094268402
0.099,-0.8438967501682815
0.1,0.9998142283269136
0.101,-0.7950147385221243
0.10200000000000001,0.1236492915017511
0.10300000000000001,0.7139503371607473
0.10400000000000001,-0.9644497607219655
0.105,0.13579180747466404
0.106,0.914776019906926
0.107,-0.5408511370684913
0.108,-0.823621493538539
0.109,0.48868713226567
0.11,0.9570592215056415
0.111,0.04636383660869614
0.112,-0.8723045409773201
0.113,-0.8909557863202451
0.114,-0.23888711595368337
0.115,0.47325431600468043
0.116,0.8926349969450609
0.117,0.9998286655460885
0.11800000000000001,0.9284280915006989
0.11900000000000001,0.8146112268548048
0.12,0.7432954484711269
0.121,0.7499145240249657
0.122,0.8315584666124569
0.123,0.9457539711268362
0.124,0.9986928272442548
0.125,0.8487463229079018
0.126,0.3742007384395023
0.127,-0.3621426836954214
0.128,-0.9485710559607466
0.129,-0.7775442733900972
0.13,0.23325585496019896
0.131,0.9963751415334525
0.132,0.27802888184242947
0.133,-0.9378941410289177
0.134,-0.29820074585551565
0.135,0.9919080088123196
0.136,-0.17137755284039133
0.137,-0.8277094739575259
0.138,0.9100327195833253
0.139,-0.241752911969522
0.14,-0.5063907166997688
0.14100000000000001,0.9254171124124351
0.14200000000000002,-0.9904305159678176
0.14300000000000002,0.8569134018742897
0.14400000000000002,-0.6817748277393904
0.145,0.5606293079461654
0.146,-0.5346810586337464
0.147,0.6108550419429377
0.148,-0.7670144240418129
0.149,0.937451240546542
0.15,-0.9940082577428618
0.151,0.7657214275926095
0.152,-0.15835746970734277
0.153,-0.6273406223295284
0.154,0.9976532333116054
0.155,-0.40507685589188763
0.156,-0.7118809660185351
0.157,0.8500914375353767
0.158,0.4269589298770983
0.159,-0.8997317394525279
0.16,-0.5531842143196974
0.161,0.6639207207858443
0.162,0.9415953141471227
0.163,0.1624327528085869
0.164,-0.7011437865737185
0.165,-0.9997505848503291
0.166,-0.7554597517036774
0.167,-0.28429866607732734
0.168,0.155151464651634
0.169,0.45805975136565724
0.17,0.6224088963542257
0.171,0.6770869640334578
0.17200000000000001,0.6378875150704499
0.17300000000000001,0.4931284323647569
0.17400000000000002,0.21392101694558863
0.17500000000000002,-0.20702490609955834
0.176,-0.6865099270651409
0.177,-0.989942327914803
0.178,-0.7935059436457365
0.179,0.0036719870000415733
0.18,0.8663852405581643
0.181,0.7988639560714389
0.182,-0.35871573460298206
0.183,-0.9775243437216989
0.184,0.18096360899829947
0.185,0.9622781406434477
0.186,-0.4733949926452642
0.187,-0.671351034934009
0.188,0.9636694698950883
0.189,-0.3138975718488638
0.19,-0.5122482977975301
0.191,0.955358669842095
0.192,-0.9526014215297015
0.193,0.7008974686080585
0.194,-0.40379336049731807
0.195,0.17773972326156498
0.196,-0.06569650693456627
0.197,0.07674815122899153
0.198,-0.21034578282441008
0.199,0.4538299303967084
0.2,-0.7540547998616198
0.201,0.9781553560467817
0.202,-0.9123521961205211
0.203,0.3836658525950214
0.20400000000000001,0.4666443645579919
0.20500000000000002,-0.9966380215933799
0.20600000000000002,0.5016570700309926
0.20700000000000002,0.6637472330126778
0.20800000000000002,-0.862616251893469
0.209,-0.44301788354652266
0.21,0.8719759995003498
0.211,0.6351533452043923
0.212,-0.5496365990059354
0.213,-0.987662621564095
0.214,-0.3815442663118455
0.215,0.4852023093243386
0.216,0.9581963889190379
0.217,0.9359515342288488
0.218,0.6326467524901503
0.219,0.2792429691969892
0.22,0.005070244637748949
0.221,-0.14829104447956518
0.222,-0.1777751582505989
0.223,-0.0844843455127516
0.224,0.13318299170043138
0.225,0.45802312808590767
0.226,0.8087274434260423
0.227,0.9992562470075643
0.228,0.7802725189497055
0.229,0.05678026759456978
0.23,-0.7867369153056155
0.231,-0.9126605447861112
0.232,0.06058184846464487
0.233,0.9845893277208129
0.234,0.28419482845473276
0.23500000000000001,-0.9620108951560569
0.23600000000000002,-0.140386320734046
0.23700000000000002,0.9929464144237736
0.23800000000000002,-0.4816738834932578
0.23900000000000002,-0.5315989277188365
0.24,0.9974604257710247
0.241,-0.7359567719621989
0.242,0.13568331714775045
0.243,0.41764094063745777
0.244,-0.7667563479511877
0.245,0.9293591814919272
0.246,-0.9832570421724051
0.247,0.9936900227709575
0.248,-0.9863241261503118
0.249,0.9418263554709431
0.25,-0.7997017840705608
0.251,0.4807835148619535
0.252,0.04770922327545373
0.253,-0.660157066608864
0.254,0.9986251882399226
0.255,-0.6456609168227508
0.256,-0.33677278416472073
0.257,0.9983237985376184
0.258,-0.329032000005058
0.259,-0.8829798426978251
0.26,0.4950944733600423
0.261,0.911763610748966
0.262,-0.20308581492832395
0.263,-0.9904591125388688
0.264,-0.5687844636828817
0.265,0.3662387006704803
0.266,0.9427990364252306
0.267,0.9241186646101478
0.268,0.5403113335183939
0.269,0.08680722381678833
0.27,-0.2695721568040216
0.271,-0.4871199406855527
0.272,-0.5815266814417603
0.273,-0.5715504206102683
0.274,-0.4548100967294068
0.275,-0.21031657502007609
0.276,0.17153400576259833
0.277,0.6293348079907186
0.278,0.9669624336419622
0.279,0.8782544345873442
0.28,0.19063974748211956
0.281,-0.7260753836026144
0.28200000000000003,-0.9322417391373868
0.28300000000000003,0.05187809257130166
0.28400000000000003,0.9898769962193855
0.28500000000000003,0.2110937885616961
0.28600000000000003,-0.9873934250546116
0.28700000000000003,0.018810267946163303
0.28800000000000003,0.9490459902268358
0.289,-0.6790127570095688
0.29,-0.2711030752047355
0.291,0.9213229632868021
0.292,-0.9310271949402116
0.293,0.5212686774283584
0.294,-0.023479324065627707
0.295,-0.3684571250963943
0.296,0.6084881418783722
0.297,-0.7221698729124701
0.298,0.741758873212271
0.299,-0.6745972948875869
0.3,0.49785509246289333
0.301,-0.17686812222326287
0.302,-0.2855132611864169
0.303,0.7713199434870427
0.304,-0.9996745918340261
0.305,0.6486914540207017
0.306,0.25474314478153837
0.307,-0.9746280057770239
0.308,0.5522356838458474
0.309,0.6819881625308362
0.31,-0.802556796656636
0.311,-0.6067794739813058
0.312,0.7046952259381772
0.313,0.8672381219653669
0.314,-0.13589603936909736
0.315,-0.9313994096023376
0.316,-0.8444075421600695
0.317,-0.19041771669611732
0.318,0.47789596152796626
0.319,0.8743419856886543
